configs,mark
diamond_1408,pretrain
diamond_1409,pretrain
diamond_141,pretrain
diamond_1410,pretrain
diamond_1411,pretrain
diamond_1412,pretrain
diamond_1413,pretrain
diamond_1414,pretrain
diamond_1415,pretrain
diamond_1416,pretrain
diamond_1417,pretrain
diamond_1418,pretrain
diamond_1419,pretrain
diamond_142,pretrain
diamond_1420,pretrain
diamond_1421,pretrain
diamond_1422,pretrain
diamond_1423,pretrain
diamond_1424,pretrain
diamond_1425,pretrain
diamond_1426,pretrain
diamond_1427,pretrain
diamond_1428,pretrain
diamond_1429,pretrain
diamond_143,pretrain
diamond_1430,pretrain
diamond_1431,pretrain
diamond_1432,pretrain
diamond_1433,pretrain
diamond_1434,pretrain
diamond_1435,pretrain
diamond_1436,pretrain
diamond_1437,pretrain
diamond_1438,pretrain
diamond_1439,pretrain
diamond_144,pretrain
diamond_1440,pretrain
diamond_1441,pretrain
diamond_1442,pretrain
diamond_1443,pretrain
diamond_1444,pretrain
diamond_1445,pretrain
diamond_1446,pretrain
diamond_1447,pretrain
diamond_1448,pretrain
diamond_1449,pretrain
diamond_145,pretrain
diamond_1450,pretrain
diamond_146,pretrain
diamond_147,pretrain
diamond_148,pretrain
diamond_149,pretrain
diamond_150,pretrain
diamond_151,pretrain
diamond_152,pretrain
diamond_153,pretrain
diamond_154,pretrain
diamond_155,pretrain
diamond_156,pretrain
diamond_157,pretrain
diamond_158,pretrain
diamond_159,pretrain
diamond_160,pretrain
diamond_161,pretrain
diamond_162,pretrain
diamond_163,pretrain
diamond_164,pretrain
diamond_165,pretrain
diamond_166,pretrain
diamond_167,pretrain
diamond_168,pretrain
diamond_169,pretrain
diamond_170,pretrain
diamond_171,pretrain
diamond_172,pretrain
diamond_173,pretrain
diamond_174,pretrain
diamond_175,pretrain
diamond_176,pretrain
diamond_177,pretrain
diamond_178,pretrain
diamond_179,pretrain
diamond_180,pretrain
diamond_181,pretrain
diamond_182,pretrain
diamond_183,pretrain
diamond_184,pretrain
diamond_185,pretrain
diamond_186,pretrain
diamond_187,pretrain
diamond_188,pretrain
diamond_189,pretrain
diamond_190,pretrain
diamond_191,pretrain
diamond_192,pretrain
diamond_193,pretrain
diamond_194,pretrain
diamond_195,pretrain
diamond_196,pretrain
diamond_197,pretrain
diamond_198,pretrain
diamond_199,pretrain
diamond_200,pretrain
diamond_201,pretrain
diamond_202,pretrain
diamond_203,pretrain
diamond_204,pretrain
diamond_205,pretrain
diamond_206,pretrain
diamond_207,pretrain
diamond_208,pretrain
diamond_209,pretrain
diamond_210,pretrain
diamond_211,pretrain
diamond_212,pretrain
diamond_213,pretrain
diamond_214,pretrain
diamond_215,pretrain
diamond_216,pretrain
diamond_217,pretrain
diamond_218,pretrain
diamond_219,pretrain
diamond_220,pretrain
diamond_221,pretrain
diamond_222,pretrain
diamond_223,pretrain
diamond_224,pretrain
diamond_225,pretrain
diamond_226,pretrain
diamond_227,pretrain
diamond_228,pretrain
diamond_229,pretrain
diamond_230,pretrain
diamond_231,pretrain
diamond_232,pretrain
diamond_233,pretrain
diamond_234,pretrain
diamond_235,pretrain
diamond_236,pretrain
diamond_237,pretrain
diamond_238,pretrain
diamond_239,pretrain
diamond_240,pretrain
diamond_241,pretrain
diamond_242,pretrain
diamond_243,pretrain
diamond_244,pretrain
diamond_245,pretrain
diamond_246,pretrain
diamond_247,pretrain
diamond_248,pretrain
diamond_249,pretrain
diamond_250,pretrain
diamond_251,pretrain
diamond_252,pretrain
diamond_253,pretrain
diamond_254,pretrain
diamond_255,pretrain
diamond_256,pretrain
diamond_257,pretrain
diamond_258,pretrain
diamond_259,pretrain
diamond_260,pretrain
diamond_261,pretrain
diamond_262,pretrain
diamond_263,pretrain
diamond_264,pretrain
diamond_265,pretrain
diamond_266,pretrain
diamond_267,pretrain
diamond_268,pretrain
diamond_269,pretrain
diamond_270,pretrain
diamond_271,pretrain
diamond_272,pretrain
diamond_273,pretrain
diamond_274,pretrain
diamond_275,pretrain
diamond_276,pretrain
diamond_277,pretrain
diamond_278,pretrain
diamond_279,pretrain
diamond_280,pretrain
diamond_281,pretrain
diamond_282,pretrain
diamond_283,pretrain
diamond_284,pretrain
diamond_285,pretrain
diamond_286,pretrain
diamond_287,pretrain
diamond_288,pretrain
diamond_289,pretrain
diamond_290,pretrain
diamond_291,pretrain
diamond_292,pretrain
diamond_293,pretrain
diamond_294,pretrain
diamond_295,pretrain
diamond_296,pretrain
diamond_297,pretrain
diamond_298,pretrain
diamond_299,pretrain
diamond_300,pretrain
diamond_301,pretrain
diamond_302,pretrain
diamond_303,pretrain
diamond_304,pretrain
diamond_305,pretrain
diamond_306,pretrain
diamond_307,pretrain
diamond_308,pretrain
diamond_309,pretrain
diamond_310,pretrain
diamond_311,pretrain
diamond_312,pretrain
diamond_313,pretrain
diamond_314,pretrain
diamond_315,pretrain
diamond_316,pretrain
diamond_317,pretrain
diamond_318,pretrain
diamond_319,pretrain
diamond_320,pretrain
diamond_321,pretrain
diamond_322,pretrain
diamond_323,pretrain
diamond_324,pretrain
diamond_325,pretrain
diamond_326,pretrain
diamond_327,pretrain
diamond_328,pretrain
diamond_329,pretrain
diamond_330,pretrain
diamond_331,pretrain
diamond_332,pretrain
diamond_333,pretrain
diamond_334,pretrain
diamond_335,pretrain
diamond_336,pretrain
diamond_337,pretrain
diamond_338,pretrain
diamond_339,pretrain
diamond_340,pretrain
diamond_341,pretrain
diamond_342,pretrain
diamond_343,pretrain
diamond_344,pretrain
diamond_345,pretrain
diamond_346,pretrain
diamond_347,pretrain
diamond_348,pretrain
diamond_349,pretrain
diamond_350,pretrain
diamond_351,pretrain
diamond_352,pretrain
diamond_353,pretrain
diamond_354,pretrain
diamond_355,pretrain
diamond_356,pretrain
diamond_357,pretrain
diamond_358,pretrain
diamond_359,pretrain
diamond_360,pretrain
diamond_361,pretrain
diamond_362,pretrain
diamond_363,pretrain
diamond_364,pretrain
diamond_365,pretrain
diamond_366,pretrain
diamond_367,pretrain
diamond_368,pretrain
diamond_369,pretrain
diamond_370,pretrain
diamond_371,pretrain
diamond_372,pretrain
diamond_373,pretrain
diamond_374,pretrain
diamond_375,pretrain
diamond_376,pretrain
diamond_377,pretrain
diamond_378,pretrain
diamond_379,pretrain
diamond_380,pretrain
diamond_381,pretrain
diamond_382,pretrain
diamond_383,pretrain
diamond_384,pretrain
diamond_385,pretrain
diamond_386,pretrain
diamond_387,pretrain
diamond_388,pretrain
diamond_389,pretrain
diamond_390,pretrain
diamond_391,pretrain
diamond_392,pretrain
diamond_393,pretrain
diamond_394,pretrain
diamond_395,pretrain
diamond_396,pretrain
diamond_397,pretrain
diamond_398,pretrain
diamond_399,pretrain
diamond_400,pretrain
diamond_401,pretrain
diamond_402,pretrain
diamond_403,pretrain
diamond_404,pretrain
diamond_405,pretrain
diamond_406,pretrain
diamond_407,pretrain
diamond_408,pretrain
diamond_409,pretrain
diamond_410,pretrain
diamond_411,pretrain
diamond_412,pretrain
diamond_413,pretrain
diamond_414,pretrain
diamond_415,pretrain
diamond_416,pretrain
diamond_417,pretrain
diamond_418,pretrain
diamond_419,pretrain
diamond_420,pretrain
diamond_421,pretrain
diamond_422,pretrain
diamond_423,pretrain
diamond_424,pretrain
diamond_425,pretrain
diamond_426,pretrain
diamond_427,pretrain
diamond_428,pretrain
diamond_429,pretrain
diamond_430,pretrain
diamond_431,pretrain
diamond_432,pretrain
diamond_433,pretrain
diamond_434,pretrain
diamond_435,pretrain
diamond_436,pretrain
diamond_437,pretrain
diamond_438,pretrain
diamond_439,pretrain
diamond_440,pretrain
diamond_441,pretrain
diamond_442,pretrain
diamond_443,pretrain
diamond_444,pretrain
diamond_445,pretrain
diamond_446,pretrain
diamond_447,pretrain
diamond_448,pretrain
diamond_449,pretrain
diamond_450,pretrain
diamond_451,pretrain
diamond_452,pretrain
diamond_453,pretrain
diamond_454,pretrain
diamond_455,pretrain
diamond_456,pretrain
diamond_457,pretrain
diamond_458,pretrain
diamond_459,pretrain
diamond_460,pretrain
diamond_461,pretrain
diamond_462,pretrain
diamond_463,pretrain
diamond_464,pretrain
diamond_465,pretrain
diamond_466,pretrain
diamond_467,pretrain
diamond_468,pretrain
diamond_469,pretrain
diamond_470,pretrain
diamond_471,pretrain
diamond_472,pretrain
diamond_473,pretrain
diamond_474,pretrain
diamond_475,pretrain
diamond_476,pretrain
diamond_477,pretrain
diamond_478,pretrain
diamond_479,pretrain
diamond_480,pretrain
diamond_481,pretrain
diamond_482,pretrain
diamond_483,pretrain
diamond_484,pretrain
diamond_485,pretrain
diamond_486,pretrain
diamond_487,pretrain
diamond_488,pretrain
diamond_489,pretrain
diamond_490,pretrain
diamond_491,pretrain
diamond_492,pretrain
diamond_493,pretrain
diamond_494,pretrain
diamond_495,pretrain
diamond_496,pretrain
diamond_497,pretrain
diamond_498,pretrain
diamond_499,pretrain
diamond_500,pretrain
diamond_501,pretrain
diamond_502,pretrain
diamond_503,pretrain
diamond_504,pretrain
diamond_505,pretrain
diamond_506,pretrain
diamond_507,pretrain
diamond_508,pretrain
diamond_509,pretrain
diamond_51,pretrain
diamond_510,pretrain
diamond_511,pretrain
diamond_512,pretrain
diamond_513,pretrain
diamond_514,pretrain
diamond_515,pretrain
diamond_516,pretrain
diamond_517,pretrain
diamond_518,pretrain
diamond_519,pretrain
diamond_52,pretrain
diamond_520,pretrain
diamond_521,pretrain
diamond_522,pretrain
diamond_523,pretrain
diamond_524,pretrain
diamond_525,pretrain
diamond_526,pretrain
diamond_527,pretrain
diamond_528,pretrain
diamond_529,pretrain
diamond_53,pretrain
diamond_530,pretrain
diamond_531,pretrain
diamond_532,pretrain
diamond_533,pretrain
diamond_534,pretrain
diamond_535,pretrain
diamond_536,pretrain
diamond_537,pretrain
diamond_538,pretrain
diamond_539,pretrain
diamond_54,pretrain
diamond_540,pretrain
diamond_541,pretrain
diamond_542,pretrain
diamond_543,pretrain
diamond_544,pretrain
diamond_545,pretrain
diamond_546,pretrain
diamond_547,pretrain
diamond_548,pretrain
diamond_549,pretrain
diamond_55,pretrain
diamond_550,pretrain
diamond_551,pretrain
diamond_552,pretrain
diamond_553,pretrain
diamond_554,pretrain
diamond_555,pretrain
diamond_556,pretrain
diamond_557,pretrain
diamond_558,pretrain
diamond_559,pretrain
diamond_56,pretrain
diamond_560,pretrain
diamond_561,pretrain
diamond_562,pretrain
diamond_563,pretrain
diamond_564,pretrain
diamond_565,pretrain
diamond_566,pretrain
diamond_567,pretrain
diamond_568,pretrain
diamond_569,pretrain
diamond_57,pretrain
diamond_570,pretrain
diamond_571,pretrain
diamond_572,pretrain
diamond_573,pretrain
diamond_574,pretrain
diamond_575,pretrain
diamond_576,pretrain
diamond_577,pretrain
diamond_578,pretrain
diamond_579,pretrain
diamond_58,pretrain
diamond_580,pretrain
diamond_581,pretrain
diamond_582,pretrain
diamond_583,pretrain
diamond_584,pretrain
diamond_585,pretrain
diamond_586,pretrain
diamond_587,pretrain
diamond_588,pretrain
diamond_589,pretrain
diamond_59,pretrain
diamond_590,pretrain
diamond_591,pretrain
diamond_592,pretrain
diamond_593,pretrain
diamond_594,pretrain
diamond_595,pretrain
diamond_596,pretrain
diamond_597,pretrain
diamond_598,pretrain
diamond_599,pretrain
diamond_60,pretrain
diamond_600,pretrain
diamond_601,pretrain
diamond_602,pretrain
diamond_603,pretrain
diamond_604,pretrain
diamond_605,pretrain
diamond_606,pretrain
diamond_607,pretrain
diamond_608,pretrain
diamond_609,pretrain
diamond_61,pretrain
diamond_610,pretrain
diamond_611,pretrain
diamond_612,pretrain
diamond_613,pretrain
diamond_614,pretrain
diamond_615,pretrain
diamond_616,pretrain
diamond_617,pretrain
diamond_618,pretrain
diamond_619,pretrain
diamond_62,pretrain
diamond_620,pretrain
diamond_621,pretrain
diamond_622,pretrain
diamond_623,pretrain
diamond_624,pretrain
diamond_625,pretrain
diamond_626,pretrain
diamond_627,pretrain
diamond_628,pretrain
diamond_629,pretrain
diamond_63,pretrain
diamond_630,pretrain
diamond_631,pretrain
diamond_632,pretrain
diamond_633,pretrain
diamond_634,pretrain
diamond_635,pretrain
diamond_636,pretrain
diamond_637,pretrain
diamond_638,pretrain
diamond_639,pretrain
diamond_64,pretrain
diamond_640,pretrain
diamond_641,pretrain
diamond_642,pretrain
diamond_643,pretrain
diamond_644,pretrain
diamond_645,pretrain
diamond_646,pretrain
diamond_647,pretrain
diamond_648,pretrain
diamond_649,pretrain
diamond_65,pretrain
diamond_650,pretrain
diamond_651,pretrain
diamond_652,pretrain
diamond_653,pretrain
diamond_654,pretrain
diamond_655,pretrain
diamond_656,pretrain
diamond_657,pretrain
diamond_658,pretrain
diamond_659,pretrain
diamond_66,pretrain
diamond_660,pretrain
diamond_661,pretrain
diamond_662,pretrain
diamond_663,pretrain
diamond_664,pretrain
diamond_665,pretrain
diamond_666,pretrain
diamond_667,pretrain
diamond_668,pretrain
diamond_669,pretrain
diamond_67,pretrain
diamond_670,pretrain
diamond_671,pretrain
diamond_672,pretrain
diamond_673,pretrain
diamond_674,pretrain
diamond_675,pretrain
diamond_676,pretrain
diamond_677,pretrain
diamond_678,pretrain
diamond_679,pretrain
diamond_68,pretrain
diamond_680,pretrain
diamond_681,pretrain
diamond_682,pretrain
diamond_683,pretrain
diamond_684,pretrain
diamond_685,pretrain
diamond_686,pretrain
diamond_687,pretrain
diamond_688,pretrain
diamond_689,pretrain
diamond_69,pretrain
diamond_690,pretrain
diamond_691,pretrain
diamond_692,pretrain
diamond_693,pretrain
diamond_694,pretrain
diamond_695,pretrain
diamond_696,pretrain
diamond_697,pretrain
diamond_698,pretrain
diamond_699,pretrain
diamond_70,pretrain
diamond_700,pretrain
diamond_701,pretrain
diamond_702,pretrain
diamond_703,pretrain
diamond_704,pretrain
diamond_705,pretrain
diamond_706,pretrain
diamond_707,pretrain
diamond_708,pretrain
diamond_709,pretrain
diamond_71,pretrain
diamond_710,pretrain
diamond_711,pretrain
diamond_712,pretrain
diamond_713,pretrain
diamond_714,pretrain
diamond_715,pretrain
diamond_716,pretrain
diamond_717,pretrain
diamond_718,pretrain
diamond_719,pretrain
diamond_72,pretrain
diamond_720,pretrain
diamond_721,pretrain
diamond_722,pretrain
diamond_723,pretrain
diamond_724,pretrain
diamond_725,pretrain
diamond_726,pretrain
diamond_727,pretrain
diamond_728,pretrain
diamond_729,pretrain
diamond_73,pretrain
diamond_730,pretrain
diamond_731,pretrain
diamond_732,pretrain
diamond_733,pretrain
diamond_734,pretrain
diamond_735,pretrain
diamond_736,pretrain
diamond_737,pretrain
diamond_738,pretrain
diamond_739,pretrain
diamond_74,pretrain
diamond_740,pretrain
diamond_741,pretrain
diamond_742,pretrain
diamond_743,pretrain
diamond_744,pretrain
diamond_745,pretrain
diamond_746,pretrain
diamond_747,pretrain
diamond_748,pretrain
diamond_749,pretrain
diamond_75,pretrain
diamond_750,pretrain
diamond_751,pretrain
diamond_752,pretrain
diamond_753,pretrain
diamond_754,pretrain
diamond_755,pretrain
diamond_756,pretrain
diamond_757,pretrain
diamond_758,pretrain
diamond_759,pretrain
diamond_76,pretrain
diamond_760,pretrain
diamond_761,pretrain
diamond_762,pretrain
diamond_763,pretrain
diamond_764,pretrain
diamond_765,pretrain
diamond_766,pretrain
diamond_767,pretrain
diamond_768,pretrain
diamond_769,pretrain
diamond_77,pretrain
diamond_770,pretrain
diamond_771,pretrain
diamond_772,pretrain
diamond_773,pretrain
diamond_774,pretrain
diamond_775,pretrain
diamond_776,pretrain
diamond_777,pretrain
diamond_778,pretrain
diamond_779,pretrain
diamond_78,pretrain
diamond_780,pretrain
diamond_781,pretrain
diamond_782,pretrain
diamond_783,pretrain
diamond_784,pretrain
diamond_785,pretrain
diamond_786,pretrain
diamond_787,pretrain
diamond_788,pretrain
diamond_789,pretrain
diamond_79,pretrain
diamond_790,pretrain
diamond_791,pretrain
diamond_792,pretrain
diamond_793,pretrain
diamond_794,pretrain
diamond_795,pretrain
diamond_796,pretrain
diamond_797,pretrain
diamond_798,pretrain
diamond_799,pretrain
diamond_80,pretrain
diamond_800,pretrain
diamond_801,pretrain
diamond_802,pretrain
diamond_803,pretrain
diamond_804,pretrain
diamond_805,pretrain
diamond_806,pretrain
diamond_807,pretrain
diamond_808,pretrain
diamond_809,pretrain
diamond_81,pretrain
diamond_810,pretrain
diamond_811,pretrain
diamond_812,pretrain
diamond_813,pretrain
diamond_814,pretrain
diamond_815,pretrain
diamond_816,pretrain
diamond_817,pretrain
diamond_818,pretrain
diamond_819,pretrain
diamond_82,pretrain
diamond_820,pretrain
diamond_821,pretrain
diamond_822,pretrain
diamond_823,pretrain
diamond_824,pretrain
diamond_825,pretrain
diamond_826,pretrain
diamond_827,pretrain
diamond_828,pretrain
diamond_829,pretrain
diamond_83,pretrain
diamond_830,pretrain
diamond_831,pretrain
diamond_832,pretrain
diamond_833,pretrain
diamond_834,pretrain
diamond_835,pretrain
diamond_836,pretrain
diamond_837,pretrain
diamond_838,pretrain
diamond_839,pretrain
diamond_84,pretrain
diamond_840,pretrain
diamond_841,pretrain
diamond_842,pretrain
diamond_843,pretrain
diamond_844,pretrain
diamond_845,pretrain
diamond_846,pretrain
diamond_847,pretrain
diamond_848,pretrain
diamond_849,pretrain
diamond_85,pretrain
diamond_850,pretrain
diamond_851,pretrain
diamond_852,pretrain
diamond_853,pretrain
diamond_854,pretrain
diamond_855,pretrain
diamond_856,pretrain
diamond_857,pretrain
diamond_858,pretrain
diamond_859,pretrain
diamond_86,pretrain
diamond_860,pretrain
diamond_861,pretrain
diamond_862,pretrain
diamond_863,pretrain
diamond_864,pretrain
diamond_865,pretrain
diamond_866,pretrain
diamond_867,pretrain
diamond_868,pretrain
diamond_869,pretrain
diamond_87,pretrain
diamond_870,pretrain
diamond_871,pretrain
diamond_872,pretrain
diamond_873,pretrain
diamond_874,pretrain
diamond_875,pretrain
diamond_876,pretrain
diamond_877,pretrain
diamond_878,pretrain
diamond_879,pretrain
diamond_88,pretrain
diamond_880,pretrain
diamond_881,pretrain
diamond_882,pretrain
diamond_883,pretrain
diamond_884,pretrain
diamond_885,pretrain
diamond_886,pretrain
diamond_887,pretrain
diamond_888,pretrain
diamond_889,pretrain
diamond_89,pretrain
diamond_890,pretrain
diamond_891,pretrain
diamond_892,pretrain
diamond_893,pretrain
diamond_894,pretrain
diamond_895,pretrain
diamond_896,pretrain
diamond_897,pretrain
diamond_898,pretrain
diamond_899,pretrain
diamond_90,pretrain
diamond_900,pretrain
diamond_901,pretrain
diamond_902,pretrain
diamond_903,pretrain
diamond_904,pretrain
diamond_905,pretrain
diamond_906,pretrain
diamond_907,pretrain
diamond_908,pretrain
diamond_909,pretrain
diamond_91,pretrain
diamond_910,pretrain
diamond_911,pretrain
diamond_912,pretrain
diamond_913,pretrain
diamond_914,pretrain
diamond_915,pretrain
diamond_916,pretrain
diamond_917,pretrain
diamond_918,pretrain
diamond_919,pretrain
diamond_92,pretrain
diamond_920,pretrain
diamond_921,pretrain
diamond_922,pretrain
diamond_923,pretrain
diamond_924,pretrain
diamond_925,pretrain
diamond_926,pretrain
diamond_927,pretrain
diamond_928,pretrain
diamond_929,pretrain
diamond_93,pretrain
diamond_930,pretrain
diamond_931,pretrain
diamond_932,pretrain
diamond_933,pretrain
diamond_934,pretrain
diamond_935,pretrain
diamond_936,pretrain
diamond_937,pretrain
diamond_938,pretrain
diamond_939,pretrain
diamond_94,pretrain
diamond_940,pretrain
diamond_941,pretrain
diamond_942,pretrain
diamond_943,pretrain
diamond_944,pretrain
diamond_945,pretrain
diamond_946,pretrain
diamond_947,pretrain
diamond_948,pretrain
diamond_949,pretrain
diamond_95,pretrain
diamond_950,pretrain
diamond_951,pretrain
diamond_952,pretrain
diamond_953,pretrain
diamond_954,pretrain
diamond_955,pretrain
diamond_956,pretrain
diamond_957,pretrain
diamond_958,pretrain
diamond_959,pretrain
diamond_96,pretrain
diamond_960,pretrain
diamond_961,pretrain
diamond_962,pretrain
diamond_963,pretrain
diamond_964,pretrain
diamond_965,pretrain
diamond_966,pretrain
diamond_967,pretrain
diamond_968,pretrain
diamond_969,pretrain
diamond_97,pretrain
diamond_970,pretrain
diamond_971,pretrain
diamond_972,pretrain
diamond_973,pretrain
diamond_974,pretrain
diamond_975,pretrain
diamond_976,pretrain
diamond_977,pretrain
diamond_978,pretrain
diamond_979,pretrain
diamond_98,pretrain
diamond_980,pretrain
diamond_981,pretrain
diamond_982,pretrain
diamond_983,pretrain
diamond_984,pretrain
diamond_985,pretrain
diamond_986,pretrain
diamond_987,pretrain
diamond_988,pretrain
diamond_989,pretrain
diamond_99,pretrain
diamond_990,pretrain
diamond_991,pretrain
diamond_992,pretrain
diamond_993,pretrain
diamond_994,pretrain
diamond_995,pretrain
diamond_996,pretrain
diamond_997,pretrain
diamond_998,pretrain
diamond_999,pretrain
fcc_100,pretrain
fcc_1000,pretrain
fcc_1001,pretrain
fcc_1002,pretrain
fcc_1003,pretrain
fcc_1004,pretrain
fcc_1005,pretrain
fcc_1006,pretrain
fcc_1007,pretrain
fcc_1008,pretrain
fcc_1009,pretrain
fcc_101,pretrain
fcc_1010,pretrain
fcc_1011,pretrain
fcc_1012,pretrain
fcc_1013,pretrain
fcc_1014,pretrain
fcc_1015,pretrain
fcc_1016,pretrain
fcc_1017,pretrain
fcc_1018,pretrain
fcc_1019,pretrain
fcc_102,pretrain
fcc_1020,pretrain
fcc_1021,pretrain
fcc_1022,pretrain
fcc_1023,pretrain
fcc_1024,pretrain
fcc_1025,pretrain
fcc_1026,pretrain
fcc_1027,pretrain
fcc_1028,pretrain
fcc_1029,pretrain
fcc_103,pretrain
fcc_1030,pretrain
fcc_1031,pretrain
fcc_1032,pretrain
fcc_1033,pretrain
fcc_1034,pretrain
fcc_1035,pretrain
fcc_1036,pretrain
fcc_1037,pretrain
fcc_1038,pretrain
fcc_1039,pretrain
fcc_104,pretrain
fcc_1040,pretrain
fcc_1041,pretrain
fcc_1042,pretrain
fcc_1043,pretrain
fcc_1044,pretrain
fcc_1045,pretrain
fcc_1046,pretrain
fcc_1047,pretrain
fcc_1048,pretrain
fcc_1049,pretrain
fcc_105,pretrain
fcc_1050,pretrain
fcc_1051,pretrain
fcc_1052,pretrain
fcc_1053,pretrain
fcc_1054,pretrain
fcc_1055,pretrain
fcc_1056,pretrain
fcc_1057,pretrain
fcc_1058,pretrain
fcc_1059,pretrain
fcc_106,pretrain
fcc_1060,pretrain
fcc_1061,pretrain
fcc_1062,pretrain
fcc_1063,pretrain
fcc_1064,pretrain
fcc_1065,pretrain
fcc_1066,pretrain
fcc_1067,pretrain
fcc_1068,pretrain
fcc_1069,pretrain
fcc_107,pretrain
fcc_1070,pretrain
fcc_1071,pretrain
fcc_1072,pretrain
fcc_1073,pretrain
fcc_1074,pretrain
fcc_1075,pretrain
fcc_1076,pretrain
fcc_1077,pretrain
fcc_1078,pretrain
fcc_1079,pretrain
fcc_108,pretrain
fcc_1080,pretrain
fcc_1081,pretrain
fcc_1082,pretrain
fcc_1083,pretrain
fcc_1084,pretrain
fcc_1085,pretrain
fcc_1086,pretrain
fcc_1087,pretrain
fcc_1088,pretrain
fcc_1089,pretrain
fcc_109,pretrain
fcc_1090,pretrain
fcc_1091,pretrain
fcc_1092,pretrain
fcc_1093,pretrain
fcc_1094,pretrain
fcc_1095,pretrain
fcc_1096,pretrain
fcc_1097,pretrain
fcc_1098,pretrain
fcc_1099,pretrain
fcc_110,pretrain
fcc_1100,pretrain
fcc_1101,pretrain
fcc_1102,pretrain
fcc_1103,pretrain
fcc_1104,pretrain
fcc_1105,pretrain
fcc_1106,pretrain
fcc_1107,pretrain
fcc_1108,pretrain
fcc_1109,pretrain
fcc_111,pretrain
fcc_1110,pretrain
fcc_1111,pretrain
fcc_1112,pretrain
fcc_1113,pretrain
fcc_1114,pretrain
fcc_1115,pretrain
fcc_1116,pretrain
fcc_1117,pretrain
fcc_1118,pretrain
fcc_1119,pretrain
fcc_112,pretrain
fcc_1120,pretrain
fcc_1121,pretrain
fcc_1122,pretrain
fcc_1123,pretrain
fcc_1124,pretrain
fcc_1125,pretrain
fcc_1126,pretrain
fcc_1127,pretrain
fcc_1128,pretrain
fcc_1129,pretrain
fcc_113,pretrain
fcc_1130,pretrain
fcc_1131,pretrain
fcc_1132,pretrain
fcc_1133,pretrain
fcc_1134,pretrain
fcc_1135,pretrain
fcc_1136,pretrain
fcc_1137,pretrain
fcc_1138,pretrain
fcc_1139,pretrain
fcc_114,pretrain
fcc_1140,pretrain
fcc_1141,pretrain
fcc_1142,pretrain
fcc_1143,pretrain
fcc_1144,pretrain
fcc_1145,pretrain
fcc_1146,pretrain
fcc_1147,pretrain
fcc_1148,pretrain
fcc_1149,pretrain
fcc_115,pretrain
fcc_1150,pretrain
fcc_1151,pretrain
fcc_1152,pretrain
fcc_1153,pretrain
fcc_1154,pretrain
fcc_1155,pretrain
fcc_1156,pretrain
fcc_1157,pretrain
fcc_1158,pretrain
fcc_1159,pretrain
fcc_116,pretrain
fcc_1160,pretrain
fcc_1161,pretrain
fcc_1162,pretrain
fcc_1163,pretrain
fcc_1164,pretrain
fcc_1165,pretrain
fcc_1166,pretrain
fcc_1167,pretrain
fcc_1168,pretrain
fcc_1169,pretrain
fcc_117,pretrain
fcc_1170,pretrain
fcc_1171,pretrain
fcc_1172,pretrain
fcc_1173,pretrain
fcc_1174,pretrain
fcc_1175,pretrain
fcc_1176,pretrain
fcc_1177,pretrain
fcc_1178,pretrain
fcc_1179,pretrain
fcc_118,pretrain
fcc_1180,pretrain
fcc_1181,pretrain
fcc_1182,pretrain
fcc_1183,pretrain
fcc_1184,pretrain
fcc_1185,pretrain
fcc_1186,pretrain
fcc_1187,pretrain
fcc_1188,pretrain
fcc_1189,pretrain
fcc_119,pretrain
fcc_1190,pretrain
fcc_1191,pretrain
fcc_1192,pretrain
fcc_1193,pretrain
fcc_1194,pretrain
fcc_1195,pretrain
fcc_1196,pretrain
fcc_1197,pretrain
fcc_1198,pretrain
fcc_1199,pretrain
fcc_120,pretrain
fcc_1200,pretrain
fcc_1201,pretrain
fcc_1202,pretrain
fcc_1203,pretrain
fcc_1204,pretrain
fcc_1205,pretrain
fcc_1206,pretrain
fcc_1207,pretrain
fcc_1208,pretrain
fcc_1209,pretrain
fcc_121,pretrain
fcc_1210,pretrain
fcc_1211,pretrain
fcc_1212,pretrain
fcc_1213,pretrain
fcc_1214,pretrain
fcc_1215,pretrain
fcc_1216,pretrain
fcc_1217,pretrain
fcc_1218,pretrain
fcc_1219,pretrain
fcc_122,pretrain
fcc_1220,pretrain
fcc_1221,pretrain
fcc_1222,pretrain
fcc_1223,pretrain
fcc_1224,pretrain
fcc_1225,pretrain
fcc_1226,pretrain
fcc_1227,pretrain
fcc_1228,pretrain
fcc_1229,pretrain
fcc_123,pretrain
fcc_1230,pretrain
fcc_1231,pretrain
fcc_1232,pretrain
fcc_1233,pretrain
fcc_1234,pretrain
fcc_1235,pretrain
fcc_1236,pretrain
fcc_1237,pretrain
fcc_1238,pretrain
fcc_1239,pretrain
fcc_124,pretrain
fcc_1240,pretrain
fcc_1241,pretrain
fcc_1242,pretrain
fcc_1243,pretrain
fcc_1244,pretrain
fcc_1245,pretrain
fcc_1246,pretrain
fcc_1247,pretrain
fcc_1248,pretrain
fcc_1249,pretrain
fcc_125,pretrain
fcc_1250,pretrain
fcc_1251,pretrain
fcc_1252,pretrain
fcc_1253,pretrain
fcc_1254,pretrain
fcc_1255,pretrain
fcc_1256,pretrain
fcc_1257,pretrain
fcc_1258,pretrain
fcc_1259,pretrain
fcc_126,pretrain
fcc_1260,pretrain
fcc_1261,pretrain
fcc_1262,pretrain
fcc_1263,pretrain
fcc_1264,pretrain
fcc_1265,pretrain
